m/z (positive mode),RT,R1a_0.5h,R1b_0.5h,R1c_0.5h,R2a_0.5h,R2b_0.5h,R2c_0.5h,R3a_0.5h,R3b_0.5h,R3c_0.5h,R1a_4h,R1b_4h,R1c_4h,R2a_4h,R2b_4h,R2c_4h,R3a_4h,R3b_4h,R3c_4h,R1a_24h,R1b_24h,R1c_24h,R2a_24h,R2b_24h,R2c_24h,R3a_24h,R3b_24h,R3c_24h,R1a_48h,R1b_48h,R1c_48h,R2a_48h,R2b_48h,R2c_48h,R3a_48h,R3b_48h,R3c_48h,A1a_0.5h,A1b_0.5h,A1c_0.5h,A2a_0.5h,A2b_0.5h,A2c_0.5h,A3a_0.5h,A3b_0.5h,A3c_0.5h,A1a_4h,A1b_4h,A1c_4h,A2a_4h,A2b_4h,A2c_4h,A3a_4h,A3b_4h,A3c_4h,A1a_24h,A1b_24h,A1c_24h,A2a_24h,A2b_24h,A2c_24h,A3a_24h,A3b_24h,A3c_24h,A1a_48h,A1b_48h,A1c_48h,A2a_48h,A2b_48h,A2c_48h,A3a_48h,A3b_48h,A3c_48h
334.93393,691.09,116,110.8571429,135.4285714,145.1428571,151.4285714,130.8571429,135.4285714,130.2857143,149.7142857,354,293,406,221,266,278,264,227,213,236,258,281,214,230,191,185,172,172,276,311,401,247,288,244,276,278,325,246.8571429,310.8571429,305.1428571,848,835.4285714,669.7142857,731.4285714,800,692.5714286,397,667,542,889,892,1016,862,1124,937,385,378,422,380,601,550,825,1009,845,434,409,404,733,782,634,280,401,393
335.24592,489.37,1880.028599,1776.385324,835.8843471,133.7142857,213.7142857,169.7142857,6509.907366,6204.635603,5462.80971,2166.234619,6490.213867,3484.685059,1456.200317,2683.3125,1255.686157,315,412,490,0,0,0,258,245,257,0,0,0,6985.859375,9330.054688,9001.568359,0,0,234,1910.964233,489,483,5447.777902,2292.089007,6365.779576,1492.571429,9745.207589,8069.942522,6102.202567,12215.99777,15996.72098,8087.635254,9156.352539,14419.07031,20406.42383,15979.43066,19194.70703,19654.97266,12791.09961,23760.45313,13862.1582,7337.611328,11209.31738,0,0,111,4330.747559,5258.123535,7703.410645,6067.108398,14977.58496,1543,324,411,344,310,369,427
335.29363,431.7,260,788.1117467,925.3845564,155.4285714,158.2857143,156,284,671.4249442,852.1905692,1721.248169,614,472,0,264,0,365,434,341,269,347,372,0,0,0,183,0,0,406,0,242,0,0,0,345,236,295,0,0,0,0,0,0,222.8571429,185.7142857,186.8571429,0,0,0,0,0,0,219,362,0,0,0,0,0,0,0,333,278,314,0,0,0,0,0,0,0,0,0
335.30342,19.71,699.6117467,644.7982701,502.1910575,994.4190151,1281.722656,1035.50572,1233.452288,816.8360073,1053.824428,3155.069092,3259.89502,2973.368164,573.7332153,536,481,2389.67749,1226.296143,1502.543701,1621.142578,2310.773438,1933.282471,418,430,274,670.038208,1020.220337,896.9102173,2369.724121,1411.896118,1312.733643,423.8488159,1357.403809,1209,494,526.055542,366,151.9312395,274.2857143,190.3584333,156,1009.38358,348.3253697,223.1482806,193.0170898,159.7213135,378,465,582.8971558,207,280,252,197,128,399,280.7747192,553.3812256,615.9649048,1710.752686,1056.029175,949.697876,138,255.6628113,0,851.6627808,631.59729,358.386322,344.0923157,172,1299.275269,286.9961853,460.5998535,606.1635742
336.20517,20.64,3864.9375,3170.119699,3770.01423,2928.837333,936.5714286,965.1428571,3802.339565,3069.328683,754.8571429,6786.608398,5887.861816,6823.578125,9914.163086,10909.40918,10499.96973,6683.093262,6112.5,1902,1287,0,1217,5018.486328,6396.212402,4657.867676,0,0,752,1591,5853.135254,5630.313965,1370,1354,4008.290771,1498,1467,6044.732422,813.1428571,2893.318917,2869.554129,3274.259208,4147.316127,3350.121652,646.8571429,2768.873605,2692.599888,4916.785645,1368,1227,5098.583496,4691.068848,5846.966309,5045.360352,4537.168457,1299,978,1101,0,739,803,854,5619.307129,4732.477051,5883.318359,0,0,916,0,0,0,0,0,0
336.22828,602.73,1334.285714,1278.857143,32729.32813,789.1428571,1054.285714,1208,13876.05357,13343.875,13413.98103,74644.75,41986.30469,59500.50391,2059,2237,2490,25876.41016,832,0,60014.88672,909,772,914,949,948,545,536,601,40518.19141,56422.25781,64860.57031,512,609,0,62302.05078,54878.87891,33683.44531,11332.17857,422.8571429,340.5714286,670.2857143,744,53001.75446,20421.76339,537.1428571,15537.17969,746,45593.32031,815,1276,1228,1223,912,914,1044,821,770,847,0,317,0,884,973,877,686,767,765,405,385,392,410,418,0
336.75725,25.16,194.8571429,179.4285714,195.4285714,119.4285714,88,104,0,0,0,0,0,0,0,0,0,0,0,0,2061,1615,1885,190,234,179,0,0,0,222,208,231,0,0,0,0,0,0,224,192,201.7142857,173.1428571,186.2857143,150.2857143,0,0,0,0,0,0,0,0,0,0,0,0,1473,1448,1350,244,211,190,0,0,0,169,133,97,631,974,829,927,938,1160
337.23609,235.44,3661.666853,4001.583984,3912.947266,1750.375558,1830.726004,1675.417969,1521.37514,5267.465402,2791.765346,4494.706543,5431.868652,4982.078125,15116.64844,14875.22852,14400.22852,3554.738037,3415.675781,3252.482666,418,336,389,2568.112549,2706.070557,2445.605225,186,0,0,416,442,0,436,289,351,603,1388.869385,456,89.71428571,87.42857143,112,276,1060.354562,1667.208008,0,151.4285714,176.5714286,148,174,0,0,196,0,0,244,277,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
338.22068,307.71,7821.936942,9920.986607,9838.771205,603.4285714,794.8571429,901.1428571,1608,1441.142857,1925.714286,5235,13915.58496,15620.24219,67444.95313,68066.65625,68849.375,2370,2712,2068,992,10241.55078,1172,4341,15168.15039,14872.87695,0,526,421,1010,604,952,5169.955078,5826.577148,3088.490967,1738,1758,1998,790.2857143,848,913.1428571,10446.94196,12302.18415,3293.142857,720.5714286,707.4285714,8370.645647,628,463,574,1218,1033,1028,1193,1012,1049,0,3168.911865,646,0,0,0,1111,1162,1014,252,0,0,0,0,0,0,173,0
338.22078,280.34,8982.391183,9744.69308,8448.465402,2916.489676,4661.486607,4174.243862,4886.287388,4192.42048,1293.142857,6239,50033.76953,46647.0625,400092.4063,393489.5,381730.1563,6365.258301,8435.87793,1920,981,789,1029,74271.61719,74665.76563,71288.04688,361,469,375,12008.80957,11865.05859,901,20482.04492,22510.98438,22360.52539,17265.83398,9155.666016,39092.89844,576.5714286,745.7142857,3599.23019,9300.641741,8211.714844,2913.142857,1602.134208,3425.418248,2687.656529,442,427,0,1194,6410.887207,8341.711914,3263.688965,732,3840.883301,0,0,0,0,0,0,3006.700439,497,3175.220459,301,422,288,0,0,0,227,0,217
338.22129,20.53,4111.428571,3916,3992.571429,3125.142857,2704,2704,2632.571429,2665.142857,2661.714286,6157,6283,6652,100754.1094,103714.75,25556,6133,6927,5991,4316,14790.64844,16445.30664,42610.22656,40144.83594,9981,5482.734375,6185.290527,6871.571289,10915.0957,11237.51074,11295.60059,7471,8152,28855.75195,13501.39551,13813.54395,13311.13672,2485.142857,2701.142857,2641.714286,3719.428571,13873.92522,3790.857143,7479.043527,8790.46596,9109.69308,6590.312012,6784.37793,5953.563965,9773.508789,9290.001953,9848.367188,8905.267578,9277.363281,9989.010742,5457.364258,5730.253906,4661.428711,0,821,752,12213.87012,13445.35254,12090.67285,3913.3396,1175,1325,0,0,0,2980.196533,1039,3691.639648
339.18361,694.75,194610.625,192414.3929,197936.875,96740.3125,129055.9911,123734.4821,173891.75,189965.5179,233902.9286,263408.2188,263567.2813,271091.5938,254052.1875,259113.7188,271035.3438,98846.36719,123923.5,108568.1719,26568.69336,26920.0625,29174.78125,54034.17188,55773.34766,57340.77734,45596.625,40277.51563,44036.70703,136522.2344,116355.8594,131739.7188,56039.14063,74101.95313,59358.47266,132460.7188,118159.4531,118752.3984,0,0,0,84,0,0,0,93.14285714,64,0,148,0,0,137,168,0,119,191,0,0,143,0,0,114,212,286,175,285,270,244,0,0,0,0,0,0
339.20491,572.98,0,0,0,0,0,0,0,0,437.1428571,0,0,0,0,0,0,0,593,0,0,332,0,0,0,0,0,0,365,0,0,0,0,0,0,460,0,0,0,0,122.2857143,0,199.4285714,173.1428571,141.7142857,82.85714286,109.7142857,3386.038086,5318.604492,3400.244873,4124.776367,3533.424072,4105.393066,6029.071289,5732.324707,6522.764648,0,0,291,0,0,0,384,449,372,250,269,244,0,171,136,205,295,223
339.2424,473.17,91078.28571,22538.39063,19904.375,12751.05357,85988.24107,87531.78571,16878.91629,19107.72768,34732.8683,170363.5938,118009.7188,101537.5781,579086.1875,334608.75,410328.0625,104432.6797,171556.125,132687.1563,1979,1813,2053,2095,1932,207557.7969,1546,1663,1851,2635,2859,214602.9063,175949.0781,132088.7656,159769.4531,3039,2911,2833,489.1428571,497.7142857,514.2857143,1092.571429,1172,1016,816,679.4285714,673.1428571,1433,1414,1591,2022,2002,2159,1763,1973,4170,1707,1511,1709,1277,1110,1130,1580,1871,1734,1678,1709,1753,1062,861,914,1368,1415,1457
339.25202,22.76,101372.2946,97632.61607,102257.6071,55861.03571,59328.375,55887.75446,24794.67411,24639.52232,25590.4375,56973.23828,55078.73438,58918.48047,109311.2031,110453.9766,110248.8438,62975.17969,63319.16406,61217.23828,53547.51563,74901.98438,77869.96094,62830.14844,61908.19141,61053.40234,97413.86719,93393.78125,97476.39844,71700.79688,51949.6875,52388.96875,55767.29688,58643.08203,54905.77344,42824.33594,36537.27344,37266.73828,17516.13839,16299.68192,16702.33482,19662.21429,20067.06027,20208.85938,21750.0558,20246.58705,21132.18527,34981.42969,35348.04688,34817.04688,35449.4375,33881.99219,35392.63672,35030.30078,35630.77344,34890.47266,48336.36328,48624.44141,46500.51172,78057.58594,81049.02344,82502.86719,44172.00781,45042.40234,44572.45313,43210.23438,43780.27734,49992.00391,50815.48828,51125.55859,52224.71484,53966.96094,57949.91797,61617.92578
339.25234,158.09,218359.8929,37002.28571,234420.9821,1438.857143,1476.571429,9475.428571,35312.84152,37439.33259,44804.70089,17538,106013.2344,109885.7109,36557,223836.6719,227813.375,50553.64453,57268.88672,55932.37109,56692.07813,56479.56641,58264.39844,570309.6875,4420,172078.2344,60413.66016,48550.51172,64456.07422,46739.48438,39501.61328,40614.90234,1272,1048,955,35366.11719,38723.71484,32297.87305,1095.428571,962.2857143,1109.142857,19770.44196,22294.71875,27242.46652,11191.76004,152223.625,81784.3125,2292,2585,2703,39733.14844,31830.82813,35545.44141,44782.86719,48182.73438,7592,2296,2405,3177,1456,1414,1385,27830.2168,30367.05469,31395.35156,3158,3553,3247,1560,1525,1715,3075,2522,3184
339.68091,280.15,151.4285714,179.4285714,204,0,0,0,48,73.71428571,70.28571429,298,375,287,211,274,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,434,443,0,0,0,1573.062779,1732.309989,1645.690151,0,0,0,0,0,288,3334.352539,3007.309326,2999.552734,1369,4673.45166,4171.498535,0,0,140,0,0,0,256,218,311,245,322,248,0,0,0,0,0,0
339.68117,23.5,188,0,162.2857143,0,0,0,0,0,0,426,343,515,0,338,331,0,0,0,0,0,240,0,0,0,282,0,0,470,472,324,0,0,0,467,436,619,594.8571429,1730.140904,2056.30957,2270.587193,2374.606306,2250.629743,535.4285714,1681.159598,2261.050781,3777.578125,3526.693115,4043.963379,4564.181641,4118.407715,5063.584473,4597.375488,4961.587402,5055.181152,2521.983887,2425.43335,609,431,0,0,2907.48877,4292.92334,3684.42749,3781.575439,3541.13916,4023.01709,867,2840.030273,3310.535156,1977.297485,2260.429688,2632.000244
340.18821,20.76,496,609.7142857,499.4285714,609.7142857,477.1428571,440.5714286,476,420,506.2857143,672,660,885,866,996,837,946,993,880,448,704,163,490,598,525,0,0,385,621,0,0,299,414,403,521,736,570,0,410.8571429,0,455.4285714,0,379.4285714,0,426.2857143,370.8571429,0,0,0,808,762,0,0,0,0,0,855,829,0,0,0,454,399,0,0,0,0,0,0,0,0,0,0
340.18854,598.24,672,629.1428571,665.7142857,410.2857143,390.2857143,370.8571429,611.4285714,579.4285714,662.2857143,1006,1028,941,1102,907,1162,442,525,425,278,260,0,370,430,373,0,298,313,460,0,546,245,0,263,14838.79199,12616.26465,8934.120117,0,132,0,270.8571429,216,265.7142857,186.8571429,139.4285714,0,184,0,258,0,0,0,0,0,0,473,2076.267334,2072.043213,187,0,172,195,0,0,0,0,0,0,0,0,132,0,0
340.22457,653.64,288,320.5714286,382.8571429,352,323.4285714,465.1428571,291.4285714,243.4285714,291.4285714,792,803,700,556,1170,2563,468,481,439,197,212,265,863,698,779,0,72,85,588,591,565,670,954,969,611,600,543,222.2857143,216,291.4285714,463.4285714,531.4285714,467.4285714,258.2857143,336,281.7142857,351,447,451,812,971,1025,540,519,483,161,153,205,0,0,0,569,489,529,121,67,0,74,178,106,0,0,0
340.22495,743.63,1223.428571,1353.142857,1169.714286,341.1428571,3302.308594,389.1428571,536,594.8571429,822.8571429,1112,1222,1324,1199,1263,11531.64844,480,613,3466.760742,0,0,190,437,326,498,285,209,211,377,382,396,219,210,306,1117,4818.904297,948,212,2415.666853,338.8571429,1611.428571,1281.714286,1249.142857,602.2857143,693.7142857,6347.540737,1153,1152,1306,2149,1863,1897,2099,1838,17093.15625,1908,1545,2020,3922.870361,422,553,1689,2025,1584,1541,15470.73828,1738,356,371,457,433,512,4113.855957
340.22505,654.08,1702.285714,1771.428571,1881.142857,571.4285714,802.8571429,657.1428571,800,798.8571429,1033.714286,3431,2713,3131,40045.37109,42539.14453,40431.58594,806,868,869,550,0,633,2164,2645,2706,0,612,322,1693,1519,1796,1286,1262,1267,2778,3035,3195,469.7142857,345.7142857,490.8571429,2065.714286,8236.05971,8420.276228,533.7142857,601.1428571,590.2857143,1824,1702,2095,22417.1543,20982.04883,17502.52734,2905,2820,2280,836,957,1031,0,0,0,2133,2052,2040,548,572,571,0,0,170,0,210,140
340.22505,646.18,18693.9029,19240.36384,19842.25,4894.65625,5698.253906,5979.098214,7330.347098,8591.862165,10377.83371,16569.97266,33124.21875,18025.33398,59250.19922,59965.01172,60376.73438,8966.640625,1382,4333.53125,4609.067383,6719.408691,6106.972168,25351.98828,26660.26367,25704.32422,0,311,495,14672.7168,14570.87402,16843.89063,11095.35449,13337.8457,11591.85645,31890.52148,30099.45313,29944.98633,4574.901507,5473.720424,5739.255022,10914.21317,12275.1183,12133.76786,6945.742746,6399.90904,7364.352679,17888.58203,17428.54883,20544.05273,30546.20508,28159.82422,25005.12695,29055.67773,26911.89453,28950.89063,9522.967773,11059.44238,1030,115,150,0,23249.52734,25096.78906,24735.07422,7265.369629,8118.577637,6277.200684,0,0,265,226,125,266
340.22511,646.29,18864.6875,18472.80246,19188.29241,4728.381696,8641.315848,5945.301339,7311.987165,8381.837612,9555.017857,33670.28125,31946.93359,33618.98828,107546.5391,118207.5781,116512.6484,7677.853027,8780.226563,8199.693359,4294.39502,4819.01709,5294.355469,25191.66406,26107.02148,26979.1543,2607.482178,2149.522217,2986.100342,18513.66992,17184.70703,18873.11328,11682.72363,13428.75391,11481.47949,29274,25229.29102,25641.51758,4774.021205,4279.613839,5693.412388,22300.58929,23834.2567,21130.76786,6490.650112,6604.188616,7593.385603,21120.93359,17679.33008,20789.03125,57187.20703,52740.65234,50556.56641,27987.37109,28113.81445,27304.99414,7934.864746,9997.885742,9620.021484,169,0,273,22465.63281,25579.43945,21579.33594,5730.74707,9468.328125,4946.260742,338,710.473938,373,314,301,293
340.22516,739.07,10431.44531,11186.3471,12450.74554,2653.825614,381.7142857,3229.140067,4851.944754,5026.496094,6491.535714,9920.223633,9138.451172,11361.06445,10873.9082,10931.61816,1331,480,613,497,277,0,190,437,333,498,285,209,211,377,382,396,219,210,306,5788.945801,773,5179.700684,212,300,1891.885324,11936.89509,12311.3471,12126.82813,5395.816964,5100.628348,738.2857143,10290.63184,10426.68457,10860.98828,18551.50391,16767.54688,16411.46289,14888.58105,16080.43262,1802,15432.27637,14836.99414,16773.99219,611,422,3641.828857,14549.95703,16144.56641,14654.6084,12215.64941,1549,1681,356,371,457,433,2361.854492,510
340.22531,645.34,379.4285714,542.8571429,480,378.8571429,333.7142857,530.2857143,380,323.4285714,328,843,805,740,2495,2714,2878,497,593,505,220,259,296,1038,986,998,0,72,0,520,725,667,802,1075,906,543,713,647,367.4285714,315.4285714,287.4285714,501.7142857,573.7142857,544.5714286,353.1428571,487.4285714,396,551,620,722,1142,1003,1044,563,566,579,249,267,197,0,0,0,628,714,814,148,169,146,95,157,118,0,0,0
340.24654,473.12,1115.428571,1077.714286,1109.714286,445.7142857,427.4285714,425.1428571,945.7142857,776,941.7142857,1322,1152,1186,1157,1037,1088,2683.089844,638,767,480,471,4222.406738,499,0,0,548,489,474,12684.13574,12272.5293,766,0,478,297,9186.583008,10303.3125,8082.02002,0,139.4285714,200,312,0,313.1428571,292.5714286,210.2857143,0,461,0,389,5497.651855,0,0,0,617,19917.76758,534,0,486,0,0,0,461,446,385,481,477,456,288,294,257,0,425,0
340.28387,285.48,2502.381975,2474.768136,2893.577288,352,1033.936523,361.7142857,2788.739676,2973.216797,3139.031808,2608.968506,2838.980469,2964.371582,3039.470215,3529.349365,1246,3811.854248,4510.613281,3489.558594,696,804,1784.337769,0,456,382,167,0,0,917,2193.560547,919,0,0,0,959,641,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0
341.1139,21.09,2229.091239,0,576,0,564,578.2857143,0,0,0,934,3479.168457,3646.015625,4827.441406,4127.992676,899,1105,4391.89209,951,773,0,0,4013.262451,3458.445313,820,719,3380.572998,3308.830078,3462.967285,3135.559326,3305.195557,0,0,744,3149.89624,0,871,2535.562779,2679.534877,2318.533761,541.7142857,2340.412946,2189.682757,2272.222098,2446.196429,655.4285714,4867.366699,4171.81543,960,1053,4110.367676,4498.79834,3978.310059,1022,992,3585.251709,3921.536133,863,3072.385254,3701.160889,2998.097656,1185,5355.187012,4549.295898,4373.001953,3296.618896,0,3684.579346,3550.003418,936,0,711,876
341.24713,386.23,786.8571429,666.2857143,2254.897182,0,0,911.5861468,2374.926897,2465.666016,3275.24721,3676.265625,1148,4187.330078,1833.485107,2288.162354,0,2786.289551,3962.628906,4002.306152,2474.4375,3431.786377,3059.900146,411,127,0,0,0,1133.740601,0,487,212,0,141,0,0,2217.56958,718,0,0,0,129.7142857,264,220,0,0,0,0,0,0,217,209,0,428,417,331,0,157,0,0,127,103,481,535,680,0,0,0,0,0,0,0,141,0
342.27856,1082.81,48.57142857,52.57142857,47.42857143,75.42857143,0,74.85714286,0,45.14285714,72.57142857,678,725,761,0,0,0,0,0,0,892,1314,1185,544,447,580,219,167,279,0,70,0,0,124,0,128,126,165,88.57142857,63.42857143,76.57142857,76.57142857,78.28571429,113.1428571,101.7142857,92.57142857,57.14285714,0,0,0,83,0,143,0,0,0,198,250,164,61,0,0,80,0,115,710,747,714,116,133,155,0,88,67
343.19968,506.6,327.4285714,402.2857143,1530.255162,217.1428571,154.8571429,0,1682.74428,391.4285714,2201.974888,1854.744873,1763.671021,1944.154419,1951.441895,1844.105591,1938.771118,1860.580811,2563.591309,2316.707764,0,0,0,1571.521362,1588.531372,417,1698.25415,1817.357788,2310.493164,0,0,0,0,0,216,374,0,451,161.7142857,0,200.5714286,328.5714286,280.5714286,923.2432338,189.7142857,144.5714286,221.1428571,364,441,373,1588.080811,0,397,410,371,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,302
343.23467,318.99,573.1428571,462.2857143,568,274.2857143,243.4285714,268,421.1428571,432.5714286,518.2857143,844,18020.49219,889,1551,1639,1782,0,480,429,207,233,189,7759.83252,565,546,0,0,0,314,0,0,320,0,356,397,390,413,140.5714286,0,193.1428571,433.7142857,7415.555246,588,3144.207868,251.4285714,3092.747768,360,355,361,578,495,409,444,345,312,0,285,0,0,0,0,0,0,256,162,0,0,0,0,0,0,0,0
343.23548,634.79,152,105.1428571,183.4285714,0,85.71428571,0,150.8571429,122.2857143,130.2857143,352,0,362,330,355,282,253,0,160,258,168,0,107,0,142,0,0,0,0,0,0,99,0,69,0,187,0,112,72,145.1428571,324,399.4285714,437.1428571,159.4285714,205.1428571,183.4285714,369,2557.485352,2740.154785,688,558,0,3084.724609,3178.286377,2702.854492,424,442,458,0,135,0,390,437,485,358,465,328,142,161,149,259,261,242
343.23585,323.09,6861.303571,9430.613839,7469.117188,265.7142857,243.4285714,268,5814.306362,10415.7567,6883.294085,13299.53613,831,19811.64844,1444,1579,1639,405,480,429,207,233,266,557,565,546,0,159,141,314,0,346,320,126,356,0,390,413,210.2857143,142.8571429,0,7699.822545,533.1428571,7357.568638,384,0,304.5714286,360,355,361,5230.318359,495,409,444,345,261,0,285,0,0,0,0,229,0,256,162,0,0,0,0,0,0,0,0
343.27182,531.29,168.5714286,0,122.2857143,0,0,0,0,0,0,2105.276611,1391.782227,2593.591553,372,368,539,1149.52832,1486.330933,449,219,0,313,0,0,0,195,0,129,329,317,370,0,0,0,360,387,477,0,0,0,206.2857143,988.9993025,249.1428571,0,0,0,0,0,0,333,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,63,100,0,0,0
344.10049,21.15,0,0,0,0,482.2857143,0,2465.132533,1971.173131,614.8571429,0,860,3981.484619,3606.477783,0,0,0,1006,4316.917969,4689.750977,3384.956543,3269.694092,911,2643.421143,753,1196,3184.255615,1137,3399.47168,1027,1101,915,0,822,1021,3226.577637,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3807.188232,0,864,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0
344.19224,867.72,1699.844587,1728.219448,380.5714286,119.4285714,193.7142857,116.5714286,166.2857143,181.1428571,264,2679.654297,487,510,623,2432.298096,554,227,260,230,79,192,163,64,0,0,0,120,88,336,326,282,0,141,115,289,306,216,98.28571429,94.85714286,97.14285714,196.5714286,217.7142857,154.8571429,160.5714286,120,114.8571429,3081.044189,2525.749756,583,886,2877.906006,494,2617.158691,2728.01709,2119.298584,343,247,243,0,0,0,274,316,255,93,0,0,0,0,0,0,0,95
344.19656,498.82,27152.97991,74708.6875,29600.70982,19374.16295,21741.65625,22976.77902,33414.6808,33438.77455,15816.5,106002.4375,102514.2578,35966.32031,161611.125,172355.0938,175562.625,2685,34908.6875,30948.60156,1447,64003.65625,1862,1317,1192,44102.96875,817,766,779,1672,1487,1800,32886.97266,1486,1332,1434,1528,1537,8497.097098,300.5714286,11940.14397,624.5714286,561.7142857,578.8571429,560.5714286,463.4285714,16322.96987,737,24609.37109,736,919,944,856,678,736,1032,652,7410.537109,762,0,221,0,39227.46484,858,676,663,7342.037598,597,4252.518555,467,410,0,0,271
344.19659,473.24,40669.00446,14059.07813,40642.42411,27050.37054,31956.15625,33476.94196,14368.17857,16456.29018,18811.93304,48558.11719,50416.19531,48058.78516,2846,2838,2702,81187.91406,44448.71875,41870.59766,47793.07422,1532,50862.13672,47907.6875,42395.14453,1575,21954.08008,21043.27148,19775.04688,56931.02734,57336.42188,59042.85938,1552,38813.64063,34003.60547,53425.47656,94211.45313,48483.23047,235.4285714,246.2857143,291.4285714,563.4285714,654.8571429,556,519.4285714,552.5714286,513.1428571,35061.63281,837,37985.24219,49802.63672,49150.1875,51855.73438,35608.83594,37730.14063,3706.625732,22030.64063,18633.76563,19708.75391,0,173,389,690,48800.22266,24405.91211,23771.34766,10500.32422,27600.5332,10027.59277,12985.36523,17039.74219,342,278,396
