m/z (positive mode),RT,R1a_0.5h,R1b_0.5h,R1c_0.5h,R2a_0.5h,R2b_0.5h,R2c_0.5h,R3a_0.5h,R3b_0.5h,R3c_0.5h,R1a_4h,R1b_4h,R1c_4h,R2a_4h,R2b_4h,R2c_4h,R3a_4h,R3b_4h,R3c_4h,R1a_24h,R1b_24h,R1c_24h,R2a_24h,R2b_24h,R2c_24h,R3a_24h,R3b_24h,R3c_24h,R1a_48h,R1b_48h,R1c_48h,R2a_48h,R2b_48h,R2c_48h,R3a_48h,R3b_48h,R3c_48h,A1a_0.5h,A1b_0.5h,A1c_0.5h,A2a_0.5h,A2b_0.5h,A2c_0.5h,A3a_0.5h,A3b_0.5h,A3c_0.5h,A1a_4h,A1b_4h,A1c_4h,A2a_4h,A2b_4h,A2c_4h,A3a_4h,A3b_4h,A3c_4h,A1a_24h,A1b_24h,A1c_24h,A2a_24h,A2b_24h,A2c_24h,A3a_24h,A3b_24h,A3c_24h,A1a_48h,A1b_48h,A1c_48h,A2a_48h,A2b_48h,A2c_48h,A3a_48h,A3b_48h,A3c_48h
322.26165,490.45,214.2857143,221.1428571,230.8571429,0,144,152,206.8571429,262.2857143,949.9345006,1710.323975,1855.936401,1803.902466,6703.383301,7257.398926,8193.90332,265,294,332,232,124,372,2024.84729,1754.875244,2049.106445,0,0,123,324,267,0,317,361,332,287,423,362,102.2857143,0,130.8571429,1492.374442,1307.809431,1494.911272,253.7142857,218.2857143,234.2857143,278,0,175,410,0,328,0,283,267,238,209,215,0,0,0,258,252,0,0,152,185,0,0,0,0,0,0
323.19437,234.92,1729.339146,386.2857143,0,320,1776.559291,343.4285714,2873.405413,5019.415737,4339.64202,3293.213379,0,464,0,5051.848633,5913.725586,4484.444336,5525.860352,3520.611572,6924.647461,3365.146729,5855.079102,467,2713.569336,2726.291016,5162.813477,499,6043.128418,6557.594238,3426.691406,4091.032715,228,311,0,374,454,411,0,0,0,185.1428571,0,222.2857143,0,111.4285714,0,0,0,0,0,0,0,0,440,0,485,281,417,124,0,211,280,351,0,0,0,0,116,151,230,0,0,0
323.21199,496.56,450.2857143,408,11659.81696,180,6933.214286,1028.678641,3548.632813,440.5714286,593.7142857,697,762,729,20371.4668,723,22876.0957,430,3294.810791,460,10586.92383,3462.451172,3915.525635,4468.94873,4842.654785,4346.893066,3110.529053,4648.100586,3591.310547,376,367,0,185,212,271,3187.917725,491,370,140,157.7142857,142.2857143,3593.364955,4305.649554,660,5594.899554,2511.82952,2005.271763,351,323,458,535,9673.387695,463,450,5355.381836,559,391,340,468,125,0,129,396,358,448,409,421,490,173,142,186,0,281,453
323.22046,198.77,2928.925781,2610.681083,2969.215681,190.2857143,220.5714286,0,0,282.2857143,0,4954.45459,4401.604492,4614.634277,2418.587402,661,1805.087891,390,1406.493164,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,424,0,0,0,74.85714286,132.5714286,157.1428571,0,0,0,0,0,166,0,0,283,0,248,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
323.25474,20.62,0,0,0,0,0,0,563.4285714,0,0,0,0,0,0,0,0,2803.0979,1008,0,4124.688477,3550.773682,0,0,0,0,2946.650146,943,1145,5509.508789,1568,4726.36084,1198,3659.082275,145,1190,3735.219971,4649.69043,0,0,0,0,0,0,0,569.7142857,509.1428571,0,0,0,0,0,0,734,0,671,0,772,0,0,0,0,3715.320313,3536.307129,3664.602539,0,0,0,0,0,0,0,0,0
323.25733,291.14,1603.498047,1940.193778,1530.387556,173.7142857,0,248,2282.358677,2322.639369,2440.455357,4508.257324,1477,4693.372559,608,694,805,1877.174316,2640.297119,2183.36499,2988.835205,3423.906494,3069.921631,426,420,282,2600.749512,2997.314697,3084.085449,5805.04248,4771.825684,5239.345215,0,0,0,6215.017578,5773.558105,7098.38916,0,0,0,0,260.5714286,0,0,0,120,1081.525146,0,462,1954.285156,2474.580811,2374.797607,3990.626465,1387,3897.270996,285,295,0,0,0,0,5398.360352,5652.098633,4975.946289,0,0,0,0,0,0,0,0,0
324.19351,675.15,404,401.1428571,17129.39621,118.2857143,0,114.8571429,212.5714286,285.1428571,276,2202.786865,634,573,2588.709229,437,0,243,226,152,285,253,302,214,193,227,313,318,368,456,345,378,183,0,0,21916.12109,3422.875,9393.336914,148.5714286,120,193.7142857,3585.579241,17198.36719,13365.36607,180,161.1428571,208.5714286,3512.751709,11727.55859,10525.53418,12478.56836,5035.960449,10982.25293,5583.442383,6092.290039,6296.350098,1218,6021.210938,7128.176758,280,271,462,13060.86328,3862.326416,3143.730225,18090.94336,15061.01953,20710.83203,105,0,165,409,378,419
324.20469,312.94,524,3099.977679,3028.265346,0,0,0,0,1880.797852,432.5714286,4464.250488,4503.322266,5893.30127,3395.490479,4983.532715,811,2026.618042,874,649,458,417,0,258,0,0,0,239,0,0,402,0,0,0,0,3056.125488,495,2285.208008,230.8571429,129.7142857,0,2375.964286,3349.135045,3256.893415,272,363.4285714,317.7142857,313,261,268,536,0,451,0,655,0,0,338,0,0,0,0,519,0,1703.024414,0,0,293,0,0,0,0,0,0
324.20482,273.96,21320.09821,8144.90067,9114.817522,5104.790737,4561.104632,2001.180804,1132.571429,13165.60268,15781.00335,31618.51953,29653.6875,32124.01172,34422.875,5722,36398.88672,16421.23438,18203.57422,5302.874512,2646.064697,494,651,1111,956,1221,363,312,378,2979.072998,514,578,0,0,0,17529.76172,14614.36328,15049.98926,1368.289202,1902.171735,2303.206334,21310.625,20999.34821,7503.523438,410.8571429,1739.528041,7003.983259,0,404,398,853,4703.019531,933,883,697,16199.8252,334,373,0,0,0,0,565,803,5407.269043,0,285,0,0,0,0,0,157,0
324.20555,20.49,2664.571429,3181.714286,2925.714286,7554.608259,8292.051897,7233.373884,8383.664063,8675.09933,8874.628906,4689,4811,5098,42032.15234,42178.19531,42482.03516,5313,4853,16515.66406,14224.14844,13657.41699,15615.90527,4676,4168,4345,6323.371094,6380.871094,6621.315918,10900.41699,11718.31641,10120.29297,11380.37695,3807,3890,10872.53906,10947.85449,10669.27832,7553.587054,6588.547433,6800.372768,9422.815848,9518.925223,2681.714286,6111.102121,6866.523438,5838.226563,7223.293945,6467.36084,5488.913574,8695.24707,9039.571289,9282.431641,8073.665039,6768.93457,8137.174316,1651,5274.867188,5413.678711,1339,1441,1392,10531.83105,10782.19727,10778.03613,1078,148,1313,155,0,170,0,167,0
324.20566,248.18,13493.34487,14528.58929,12875.97433,5699.353795,6140.610491,5954.155692,22228.71205,7562.421317,7661.056362,29700.14844,27213.37695,29484.6875,123628.5,121881.0313,119883.5469,13515.84375,15213.25879,11889.52637,22131.55469,19815.18945,21841.30664,20963.30859,20458.20117,20068.12695,2811.993408,2081.944092,2872.586914,10591.42285,5957.119629,9225.445313,6084.61084,6377.180664,5417.049805,11031.0752,10517.43359,10363.80957,3689.603237,3659.766462,4527.748326,9732.762277,8508.989397,9817.524554,2144.10505,1893.788365,2530.597377,483,1775.605591,2338.550049,3561.986328,4162.8125,4617.775879,3277.972168,3623.416016,3387.019531,0,0,0,0,0,0,496,2066.134277,2368.621826,0,0,314,0,0,0,200,0,238
324.24119,20.74,2413.847656,802.8571429,2661.464565,744,638.8571429,116,678.8571429,2777.850446,2669.36942,1486,4472.112305,1486,8540.97168,8556.704102,7909.096191,4165.652344,1412,3984.251953,1200,155,3859.908447,4506.863281,1404,1434,481,150,656,1465,5110.104492,1513,1246,1175,1169,4292.766113,1344,4273.98291,1986.818778,1683.070452,0,2817.731585,2688.475446,3122.388393,718.8571429,625.1428571,2254.158064,865,2435.375977,2913.043457,3886.704102,3517.660645,1138,946,3440.361328,4167.225098,109,750,2025.849365,1339,1441,184,3428.098877,3814.46875,1187,0,0,142,0,178,136,161,173,689
324.24165,341.96,194.2857143,161.7142857,274.8571429,0,122.8571429,94.28571429,208,181.1428571,245.7142857,430,494,378,4730.312012,4951.736816,5841.475098,220,234,81,0,95,180,208,289,301,0,0,0,321,321,279,0,91,125,0,296,239,0,0,87.42857143,967.0932617,3665.546596,246.2857143,150.2857143,113.7142857,153.7142857,217,0,185,5580.265137,2053.803955,774,393,494,440,0,0,185,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0
325.22568,459.38,1142.857143,983.4285714,922.8571429,300.5714286,291.4285714,431.4285714,501.7142857,488,502.2857143,58216.70313,1911,54615.14063,2676,2361,2579,6318.630371,10812.37207,9382.401367,0,454,353,5683.550293,606,5520.510742,226,100,208,8976.442383,8888.383789,993,0,411,0,1110,1212,36363.27344,200.5714286,127.4285714,148.5714286,337.7142857,0,290.2857143,0,158.2857143,239.4285714,0,414,354,825,702,710,532,0,588,184,262,308,0,0,0,0,0,403,249,251,0,0,0,0,125,0,150
325.2261,20.85,3637.005022,4049.28125,3959.636998,4049.893973,3550.993583,3417.610491,3528.554967,3792.178292,3667.222098,7556.055664,7271.364258,7100.347656,2263,8983.466797,2249,7337.789551,7215.513672,1957,1680,1720,4371.599609,1763,5604.140625,1590,1111,1425,1232,6435.764648,6717.967773,2249,1770,5632.419922,5880.337402,1361,5201.064453,5563.168945,704.5714286,2941.714844,2624.483817,3873.224888,3852.018973,3939.634208,4068.761161,3992.573103,3634.109375,4456.733398,4512.359375,4728.003418,5253.914551,1218,5092.001953,3816.619873,3549.820557,4746.874023,0,2896.76416,956,1675,1720,1841,1265,0,1214,0,964,3273.356201,3176.251953,795,0,0,825,1012
326.10491,40.76,301.7142857,1661.924665,0,120,0,0,2280.545201,1685.804408,1945.628348,1919.368774,1797.939697,2202.007568,0,1895.650635,2962.380859,1644.681763,2020.702515,469,1950.08313,1476.321899,1874.681152,1642.473755,0,1508.22229,330,360,599,1892.913208,455,457,0,137,170,3319.613037,3050.486816,2894.429199,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,358,311,187,0,0,0,0,0,336,261,0,252,0,283,0,0,137,0,0,198
326.15228,676.91,270.8571429,250.8571429,203.4285714,0,98.28571429,58.85714286,0,161.1428571,177.1428571,261,271,292,0,267,405,0,0,0,0,0,179,0,0,0,0,158,148,108,0,138,0,92,0,368,353,531,132,150.2857143,257.1428571,1955.363281,317.1428571,1169.643276,1624.384905,1393.753488,1970.265904,2445.644775,2264.98877,2557.08667,2187.463135,2180.735352,469,9115.186523,9644.164063,9628.03125,2455.115723,2827.840332,3065.586426,0,0,0,5447.588379,1549,6281.391602,2841.953369,3062.864746,2915.389893,0,0,0,502,2335.01001,2073.952881
326.20935,635.17,708,706.2857143,758.8571429,2519.062779,2457.897042,418.8571429,610.8571429,751.4285714,4201.515625,6364.669434,6743.162598,1619,1034,1065,1088,4117.068359,773,738,3601.322266,3477.429443,3413.816162,486,2481.367188,2927.605713,460,3478.19751,518,512,489,1495.031738,292,446,360,1064,918,1072,540.5714286,14846.10156,645.7142857,1612.571429,8033.610491,1474.285714,1034.857143,716.5714286,911.4285714,76494.63281,1906,54939.85156,2178,2182,2146,2254,13806.33594,14902.87891,7738.427246,8469.416992,29917.01953,286,300,319,1865,2161,2090,7823.792969,8392.21875,7720.0625,2003.27832,10997.44434,8525.804688,4671.122559,4769.376953,4949.045898
326.2094,599.91,23024.42634,22263.03571,23378.67857,6282.456473,8065.582031,7852.613281,10582.82254,11432.18304,12332.37388,35928.42969,37853.42969,36980.69531,65571.96094,68937.1875,64563.61719,10080.5332,11743.79785,10243.76855,7275.073242,5442.544434,7702.344727,13576.05859,13877.30273,12982.61426,5833.67627,510,7934.250977,17417.88867,17936.61523,18575.80859,5430.837891,7349.313477,5653.21875,33218.85156,29834.40039,30010,7490.109933,5241.709821,8921.55692,21252.63393,20429.76116,18867.25223,9279.40346,9263.867746,9422.041295,20028.99023,18434.44336,21637.58789,56213.85156,47353.64844,44004.70703,6102,27090.4082,27165.01367,13541.96191,14894.38281,13755.88477,239,312,284,23715.31836,25517.42969,23889.48242,9097.775391,877,879,543,361,468,360,549,0
326.20941,690.31,5635.329241,3584.572545,4479.693359,183.4285714,230.2857143,222.8571429,2397.833426,1453.741769,2505.604353,6793.046387,4090.70459,7743.603516,2229.805664,6134.062988,3736.175293,241,198,219,119,0,132,217,161,184,151,0,0,221,221,183,0,0,0,476,454,433,151.4285714,117.7142857,120,8665.004464,6922.993304,7353.086496,1390.474888,1876.245536,2073.775112,445,489,3544.194824,5280.641113,5694.93457,4875.904785,4843.925293,6372.896484,4435.23877,3894.462891,3931.228516,6231.140625,118,0,181,4604.859863,6621.715332,5727.539551,455,495,2221.710449,0,0,0,172,0,0
327.15307,102.59,11556.22656,12988.48438,12141.34598,108,0,0,1033.142857,476,660.5714286,20639.6543,22969.27539,26672.98438,15157.36719,17164.04688,16757.80469,267,776,575,0,845,0,566,515,420,7200.782227,6199.311035,490,993,10870.44238,11683.40332,125,249,145,2870,24583.01563,26309.22266,689.1428571,1026.285714,1141.142857,59787.125,64446.89286,61771.0625,1146.285714,878.2857143,876.5714286,46611.96875,5164,53080.33203,16426,126190.1641,125509.5781,156784.6406,159618.875,156699.5313,4472,42152.26172,4346,484,8524.738281,6895.919922,4622,0,41469.69922,6894,6326,65921.67188,1675,1654,694,3130,25796.7832,3242
327.20474,239.24,4814.718192,316,285.7142857,181.1428571,176.5714286,222.2857143,470.2857143,385.7142857,386.8571429,478,3205.905762,621,645,687,695,439,490,467,249,250,265,0,193,235,147,207,0,240,440,0,149,145,0,501,583,419,87.42857143,144,0,0,920.9086217,280,0,125.7142857,147.4285714,158,244,0,357,305,302,441,233,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,142
327.21325,599.64,834.2857143,925.1428571,870.8571429,1291.011161,1560.857701,2966.371094,3501.072266,430.2857143,6068.648438,1603,1310,1519,2427,2751,2759,434,465,440,264,208,418,637,511,619,0,320,222,740,886,732,280,283,403,1385,1181,1299,214.8571429,249.1428571,269.1428571,817.1428571,923.4285714,808.5714286,401.1428571,409.7142857,426.8571429,7814.041016,7223.414063,968,2273,1994,1863,10989.60059,1447,1580,399,1686.494751,4516.157227,145,133,152,915,1089,972,330,429,0,0,0,0,0,0,0
327.25214,251.44,2310.132673,2146.740374,2069.807199,1045.974191,1287.188058,1281.630162,1577.799247,2342.820592,1938.780692,497,1514.422852,1524.330811,4227.703613,4644.965332,3919.472168,1841.118164,2628.64917,2157.225098,586,1627.184814,1759.766968,369,245,0,302,434,381,0,283,400,0,0,0,0,0,0,0,0,0,93.71428571,176.5714286,0,0,0,170.2857143,0,0,153,296,326,299,388,486,239,0,0,0,0,0,0,0,176,0,0,0,0,192,200,241,275,0,240
328.10436,22.12,1435.428571,1444,1669.714286,1528,1509.142857,1565.142857,1679.428571,1831.428571,1694.857143,2694,2363,2581,2617,2605,2503,2704,2877,2780,2735,2458,3095,3511,3780,3561,3787,3502,3657,13515,15202.16504,13225.42578,3866,4084,3585,3655,16250.83398,15496.95215,962.2857143,0,4078.349888,4324.381696,3981.477958,4549.202846,939.4285714,898.2857143,973.1428571,1770,1752,7978.854004,8809.513672,7445.827637,8386.928711,6722.509766,7593.696777,1802,1990,1913,2155,1561,1678,1475,1939,1864,1903,2418,2690,2364,2305,2521,2741,1951,2083,1897
328.11942,21.7,11807.62165,6958.422433,11119.66741,7133.912388,7101.417969,6073.551339,9261.074219,9777.554688,10445.11384,13279.27148,11833.5,12585.7334,20410.34961,2605,20298.48047,19974.26172,22718.62891,14388.01563,13391.18359,19280.20508,15226.86719,17875.60352,19371.94336,19812.67383,17619.25977,24148.46289,24126.85938,3635,3614,15803.8125,15802.59082,4084,15186.22461,16012.08789,2724,13239.29102,962.2857143,0,820.5714286,1044,1005.142857,1078.285714,1979.3125,898.2857143,973.1428571,1770,1759,1870,1893,2057,1745,8069.205566,2143,1802,9158.726563,12082.99707,8466.966797,6643.769531,7748.294434,6607.61377,1939,12469.23633,8875.106445,11868.95215,17038.97852,13111.38184,10919.14453,10258.34863,10951.83789,7912.135742,9823.695313,9948.833984
328.12061,31.01,1365.714286,3058.772042,1433.142857,619.4285714,1835.615653,789.7142857,5692.781808,5640.853795,6109.808036,6405.390137,6081.727539,7136.584473,2313,19901.625,2260,2031,2386,2412,5999.92041,2224,5997.781738,6840.009277,6604.206055,7185.220703,6167.134766,2168,2258,3373.246582,3247.941406,1327,860,2294.311279,1059,5267.949219,1567,1798,252,0,357.7142857,506.2857143,441.7142857,0,0,466.2857143,329.1428571,0,0,527,0,0,475,0,511,671,2027.89209,1013,855,0,0,308,2150.031982,954,904,1072,1603,1672,1662.090332,851,1774.762329,692,812,730
328.20261,673.25,6953.583705,21366.79464,13418.78683,9291.209821,11529.50893,7838.000558,16070.16183,8295.875,27329.4375,24726.42773,20701.68945,25132.33008,15934.07227,5869.159668,7669.813477,444,471,424,309,364,286,338,321,391,241,215,252,383,323,434,215,204,185,3009.330566,498,322,97.71428571,77.71428571,138.2857143,1729.492746,3704.819475,3357.73856,1986.902344,216.5714286,1465.852539,306,347,437,5537.466797,463,498,9931,447,4379.794434,322,362,413,190,148,0,3160.402588,7031.059082,558,3652.527588,4781.347168,4741.327637,0,117,137,216,136,0
329.18439,216.69,2309.036691,1243.665737,3344.618583,102.2857143,91.42857143,162.8571429,2631.430246,2010.97433,3943.231306,380,5822.356445,3541.046143,374,433,438,319,395,307,0,238,310,0,0,0,204,0,0,0,0,0,0,0,0,314,294,289,0,0,0,205.7142857,126.2857143,0,0,0,0,0,0,0,0,240,324,0,366,255,0,0,0,0,0,0,0,0,296,0,284,0,79,0,0,0,0,0
329.22043,559.19,1128.571429,1249.142857,1092.571429,2398.313058,3019.944196,5562.722656,1484.571429,1430.857143,44349.65179,2586,75761.36719,2262,2446,2549,2567,1271,1574,54624.14844,34370.9375,4948.010742,14891.10449,35586.24609,6361.703613,7904.192383,15494.66895,20672.28516,16515.41406,7998.412109,767,9551.305664,319,1048.554565,187,65240.71094,76956.29688,72969.72656,5218.799107,773.1428571,965.7142857,56687.13393,57677.19643,55906.87946,16616.77344,940.5714286,1077.714286,2459,2208,2266,2059,1923,1952,82248.50781,2609,124001.8906,1411,1398,1233,256,231,302,1634,1811,1727,1092,44275.65625,1294,1029,4420.195801,26804.16211,28144.04102,28978.91602,1579
329.22085,275.63,0,0,218.8571429,208.5714286,0,101.7142857,0,0,205.1428571,298,0,0,10641.40234,9036.908203,11325.71484,328,246,143,0,0,0,1577.57666,3047.036621,2059.792969,0,0,0,0,132,0,222,239,253,286,0,297,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,194,167,0,0,0,0,0,0,0,0,0
330.20135,20.73,7544.691406,2323.428571,2016,6437.154576,2431.428571,2249.714286,4126.285714,11720.89955,10486.42411,23802.01953,22915.21484,24274.96484,5731,5755,17242.75781,4922,13071.51074,13506.79883,10015,9679,9605,5380,5080,4871,3615,11483.77051,9848.18457,4769,5322,4807,6536,5892,6425,11791.8291,12800.74316,4472,2869.142857,9086.302455,7956.803571,9682.428571,9735.002232,3650.857143,2144,2339.428571,1893.714286,2985,2751,3079,2840,3359,3341,3245,3002,3147,3194,10230.60059,8679.196289,1220,1505,1170,2501,2241,2356,10151.19141,8989.591797,8624.698242,7378.98877,2562,2749,1849,2003,1644
330.24088,654.93,0,0,0,0,0,0,1227.452706,804.1102121,1601.790318,0,0,0,254,238,290,0,0,0,0,0,0,0,0,175,0,0,0,150,0,0,108,147,106,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,3948.622559,3153.375244,3474.69043,3632.749023,1777.156128,1680.722778,230,0,275,208,255,252,185,299,345,205,0,181,174,0,220,0,0,174
331.19973,453.82,1036.658691,401.7142857,139.4285714,0,182.2857143,0,0,0,0,593,1710.56958,775,696,2409.212646,663,0,401,0,0,253,212,0,248,0,114,0,134,0,0,254,176,126,0,0,464,347,1142.910924,308,1156.711914,4812.412388,5141.772321,5093.958147,1828.855748,1876.499721,2170.62793,665,2216.13623,2221.100342,7591.560059,6159.599121,1768,4627.263184,4731.675781,4403.177734,373,0,493,97,0,0,2711.171875,3000.04834,3240.770264,422,573,1511.333862,329,0,302,182,0,0
331.27236,602.88,12872.34598,11202.79018,2881.142857,1746.857143,10407.26228,11102.92634,22019.17634,27062.27902,26520.90625,2116,2156,2262,3552,15984.71484,3333,1152,1266,1197,751,840,8150.159668,1156,9155.918945,1252,6284.682617,854,6563.96582,1290,1107,1135,459,5697.949707,4086.26416,1836,15603.43945,1756,0,0,153.7142857,565.7142857,5845.272879,6121.114397,217.7142857,0,246.8571429,554,627,5749.54834,937,703,8116.692871,4711.97168,4130.947266,535,520,620,5916.19043,153,187,0,426,478,441,4036.429443,667,578,246,0,247,281,0,211
331.2726,609.25,9889.552455,11638.52455,12085.90848,18664.21429,10856.71429,9964.185268,24883.05357,24364.63616,32294.71205,21962.41211,22204.46875,22726.91602,34733.45703,14482.34863,38285.14063,12465.69824,12958.38086,13180.10742,8152.69873,8257.180664,967,10653.19238,1087,11090.76758,770,6416.441406,753,12385.97852,10855.54688,11142.54688,4722.050293,591,577,19206.87695,1633,16007.83398,222.2857143,170.2857143,242.8571429,5721.41183,578.8571429,605.1428571,250.2857143,194.2857143,204.5714286,554,5001.010254,577,9272.140625,7776.832031,926,575,486,4082.69458,1845.129761,4618.255859,535,153,187,0,4536.513672,461,4433.844727,499,6257.107422,4177.570313,225,359,247,0,155,202
332.10843,20.81,951.4285714,821.7142857,2537.251953,4279.060547,4043.149833,1221.714286,4090.729911,4454.250558,4454.538504,6681.998535,6075.904785,7122.028809,6403.123535,7007.460938,6385.000977,7483.080566,8042.884766,2043,5782.126953,1595,5467.520508,4965.518066,1399,5243.312988,5181.244629,6085.48877,5071.844727,7472.815918,7160.718262,6384.73584,5755.583984,6976.747559,5326.103516,11333.81641,10879.49023,10453.51563,20509.35938,19762.26563,4696,12739.36942,3028.571429,13816.83705,13392.91853,2980.571429,2970.285714,25738.31641,24569.20703,6493,34860.68359,29316.09961,33431.35156,35888.65234,36375.50391,37661.66016,5017,18160.21094,16753.88867,14304.22461,16472.65625,4452,5277,5293,5292,30601.2793,30744.85156,31570.16797,23308.18164,25151.44727,6172,18785.36914,4759,4867
332.14336,20.74,3650.584263,3612.393136,3063.053571,3867.474888,4077.83231,1005.714286,981.7142857,1060,1038.285714,8258.102539,7366.804688,7475.575684,6328.086914,6981.67627,1499,1599,7144.28125,1510,10589.04297,10506.40137,9317.71582,5940.073242,5881.093262,1615,8803.679688,8543.931641,9350.735352,8210.967773,5703.150391,6521.768066,7980.815918,8410.43457,2008,5619.049316,5392.773438,1721,798.2857143,0,869.1428571,3774.467913,884.5714286,0,822.8571429,922.8571429,0,0,1820,1784,0,1443,0,1580,0,1658,8019.053223,7888.133789,7759.548828,7331.138672,6439.056641,6406.523438,6634.98584,6891.279785,6145.270508,1532,7537.97168,0,5741.237793,6632.309082,1649,5588.145996,5824.447266,1456
332.16024,497.47,550.8571429,653.1428571,710.8571429,397.7142857,320,444.5714286,846.8571429,891.4285714,1012.571429,920,1122,1025,1207,1216,1117,1027,1058,1281,0,0,0,2414.26123,434,473,0,357,356,329,311,0,208,180,185,594,733,677,596.5714286,7103.251116,709.7142857,1044.571429,1049.142857,1000,26784.92411,4885.751674,1084,1413,1503,1820,1729,1372,1503,1534,1521,1792,0,0,321,0,0,178,6578.036621,1699,20032.39258,4350.676758,7135.040039,8871.993164,6980.843262,16585.69141,1078,3995.845947,3028.644043,7014.147461
332.1604,568.6,322.2857143,418.2857143,328,173.1428571,221.1428571,193.1428571,414.2857143,349.1428571,444.5714286,548,0,585,543,531,488,369,555,406,299,0,492,456,0,0,377,0,315,0,0,0,0,0,0,313,0,0,222.8571429,292.5714286,227.4285714,500,453.7142857,563.4285714,302.8571429,413.1428571,434.8571429,576,543,671,649,1965.534302,1712.897949,594,2039.22876,2094.172852,2451.543945,0,670,0,0,211,626,663,0,366,0,192,0,365,374,431,415,393
332.69112,275.52,0,0,110.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922.2648577,1422.182338,852.6091657,0,0,0,0,0,0,2314.782959,1528.504272,1813.788696,2133.10498,1923.799072,2313.840088,0,0,0,0,0,0,0,0,0,0,139,216,0,0,0,0,0,0
332.69164,23.35,193.1428571,204.5714286,185.7142857,194.2857143,136.5714286,0,161.7142857,153.1428571,136,401,268,403,281,282,282,0,165,0,369,347,415,287,218,250,0,285,218,382,275,390,0,0,215,366,386,495,582.8571429,692,2696.555525,3275.700614,3818.598214,3558.70173,2687.803571,3120.860491,3107.766183,6681.609863,1781,6358.677734,6580.586426,6869.5625,6793.291504,6527.879395,6795.214844,6928.23291,1051,4539.029785,4620.222656,2343.607178,2108.455322,492,6065.784668,3950.122314,5318.484375,4834.330078,4741.424805,4683.526855,4475.674805,4215.322266,4051.550293,2095.420166,780,2699.406006
332.69169,19.85,193.1428571,204.5714286,185.7142857,194.2857143,136.5714286,0,161.7142857,153.1428571,136,401,268,403,281,282,282,0,165,0,369,347,415,287,218,250,0,285,218,382,275,390,0,0,215,366,386,495,2333.78125,2386.55692,822.8571429,681.1428571,960,1034.857143,830.2857143,758.2857143,940.5714286,1884,7457.088379,1609,1602,2200,1455,1846,1938,1589,4216.085449,1379,1512,791,532,492,1818,1740,1505,1351,1477,1060,1341,1309,1123,588,3120.623535,729
332.9368,691.61,104.5714286,151.4285714,94.28571429,108.5714286,105.7142857,175.4285714,125.7142857,142.8571429,132,396,437,457,262,234,471,224,187,194,218,233,336,197,195,263,0,107,96,225,287,340,317,236,189,273,273,280,246.2857143,242.2857143,233.1428571,716,622.8571429,685.7142857,760.5714286,739.4285714,778.8571429,540,481,429,859,915,1016,848,902,691,370,273,280,362,436,377,825,952,899,411,478,360,814,779,674,310,381,253
333.20528,235.82,2950.285714,8647.862165,8744.460379,8436.049107,8417.34375,9046.079799,13901.06473,15977.04129,16990.24554,14289.83105,15194.0332,14363.29785,26023.25,24996.00586,7179,26329.96875,32306.49219,28214.5332,19238.01758,18811.60547,18591.09375,11371.38184,11430.17676,10070.30469,2081,1699,1954,16088.10742,13083.64648,14695.77051,411,2011.221924,1478.928589,19401.9707,18951.82227,16424.16406,2271.776646,2036.871094,3081.152344,6959.306362,6794.036272,6111.506138,8378.241071,7481.856027,9302.587612,1418.445923,1749.014771,3968.322266,13923.17578,12116.92285,13245.57422,2238,2307,2168,1948,1644,2067,385,305,417,13371.68066,15864.81836,13753.00293,0,177,185,94,0,0,0,0,0
333.20531,216.65,14490.98549,12927.54576,13182.31585,20651.15625,24571.5625,8433.385603,18852.5625,19407.46205,21859.52232,22579.5,21691.26758,24153.88281,30303.00195,32867.46484,33534.98438,25800.76953,27473.08984,26465.00391,18121.13867,20799.33203,20518.875,14978.44141,15123.17188,16103.01074,24912.85547,21631.00781,25676.5957,16969.60156,16887.00195,21091.62109,18417.3418,23404.21094,935,31111.96484,28585.98242,28189.42773,21652.76563,14567.39732,16699.8683,9827.834821,9177.919085,10081.29353,10978.54129,9119.155692,11534.34152,1502,1645,47305.68359,22238.68945,20490.08789,17845.81641,18109.4707,23405.16211,21700.79492,22385.2832,22670.63672,24982.76563,821,569,913,20294.7168,22546.75586,21651.69531,357,370,338,177,195,0,0,163,235
334.22577,291.94,8319.367746,876.5714286,9008.577009,230.2857143,2742.641183,232,9417.334821,7918.012835,2560.811663,29459.55664,14028.00586,17062.34766,28759.32617,28256.40039,30141.36523,6157.733887,16278.22559,3324.958984,237,272,248,10730.68066,10866.94141,10835.99414,217,167,255,421,286,250,393,328,322,2439.431152,1756.501953,3815.552979,1285.563337,1272.982701,2098.351981,16299.42634,1094.857143,3866.255301,1869.378348,194.8571429,233.7142857,274,266,365,2815.093506,451,486,382,463,1799.403931,225,0,0,0,0,0,436,475,0,0,206,0,0,0,0,0,0,0
